Pressure(hPa),Temp(C),Humidity(%),Light,LPG,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Mag_X,Mag_Y,Mag_Z,Condition
100.71601191034893,28.869430447201836,74.17858268179516,160,0.9215964125006026,0.05608638829873995,-0.0014213064943134675,0.9801487856112421,0.6164992727160405,0.6026990953842031,1.0858662043639804,64.3824414178193,19.51090521408109,-24.70269035431916,Safe
98.2797451556811,45.44016465912196,87.44125308992447,275,2.6716553271862935,0.2739690958728562,0.14899587880147475,0.4558923541686925,4.612589240390076,6.08057588807139,5.446561826510741,64.00803937523978,30.420991220217715,-33.94848479889002,Unsafe
98.2286455140956,1.8514053028888937,79.9969880944484,4,3.6755078762435,0.1487471034701124,0.16692948686690737,0.06440645356106245,3.601170919753425,5.323397053409506,5.205717155864668,70.7467095552994,17.94471584466959,-30.98422628692989,Unsafe
98.19958145188703,4.362767515545521,77.71943951760515,2,3.206022081073825,0.21995389164556872,0.32014048665623557,0.6533213389150713,6.068802002587771,5.138735666060185,2.243081787575554,73.65172090275883,30.157152189978,-40.214985120782714,Unsafe
98.0832075385894,5.644164621533971,84.94453998025699,271,3.112880761555877,0.30176132519336574,0.202463397272175,0.7607015863869518,6.32940549066622,3.894158325265396,7.003649707363874,67.51214580807397,21.089982537444815,-38.79851558740143,Unsafe
100.57543328010061,28.243257625814433,74.63801852212055,186,0.8238136257960261,0.05543499102789342,0.02083609653905471,0.951494435413378,0.3209470597276261,0.15029060300849473,0.7485319399142311,64.88410083655918,19.04931620859467,-25.840908798047856,Safe
98.462132371933,3.6286501648197396,89.10149187254483,5,2.741692900619946,0.19767467766244154,0.3280045342697404,-0.03491342563082822,1.498048851189544,4.645016232451433,5.164883533269685,68.15340614920906,17.102818506412007,-39.089459210692524,Unsafe
98.10500335938055,7.5860465564294035,85.07245098659895,6,1.8333260790764199,0.062212446522313086,0.36239499418454685,0.7600988304661611,3.4323437401523007,9.201957545554302,8.325997873988207,71.05273381720573,27.697269711780656,-30.527348913057416,Unsafe
100.79917219254499,31.38952206169308,72.87834640833181,188,1.0043271694744291,0.0603047342043583,0.011513694745703764,0.9686279698579049,0.408933488863678,0.9033775088373832,1.081882683573826,64.63797327015077,21.101656713996366,-24.93638224004983,Safe
97.9770910402038,5.154021514985888,80.16332401537647,263,3.474797285682244,0.2940584818727506,0.4855503314794263,0.5448469489070583,4.307146987986201,1.7768652817943442,4.474680959367665,68.31806527294432,29.80152398140735,-32.68758187966573,Unsafe
